objectid,eser_adi,muellif_adi,cild_adedi,sayfa_no,ilave_notlar,kaynak
derc_0356,Yollar - Ezmine-i Kadîme Yolları,Satvet Lütfi ve Ahmed Sanih Beyler,1,172,Mütercimleri,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0357,Mehâsinü'l-Haram fî Ahbâri Beledi'l-Haram,İsmail İbn-i Mehmed,1,172,Yazma; 1165 (1752) de yazılmıştır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0358,Tarih-i Cezayir - Gazavât-ı Barbaros Hayreddin Paşa,Hüseyin ibn-i Ali Kastamonî,1,172,Yazma; Paşa'nın muasırı olduğu gibi Cezayir Seferinde bulunmuştur,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0359,Tarih-i Uyvar,,1,172,Fazıl Ahmed Paşa'nın gazvelerini mübeyyindir; Kâtib Mustafa Zühdü tarafından yazılmıştır; Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0360,Tuhfetü'l-Ahbâr - Muhtasar Tarih-i Umumî,,1,172,Yazmadır; Farsçadan terceme edilmiştir; Mütercimi Sultan Aziz'in muasırı Kandiyeli İsmail Hilmi ibn-i Mustafa'dır; Yazılış tarihi 1289 (1872) dir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0361,Benaloka Sahrası Muharebesi,Hersekli Dede-Paşazâde Osman Mazhar Bey,1,172,Şehri-zâde Mehmed Said Efendi'nin Nevpeydâ isimindeki eserinde mütâleasını yaptığını zikrettiği tarihlerden,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0362,Tarih-i Osman,,1,172,Birinci Osman'dan Yıldırım'ın tahta çıkışına kadar olan olaylardan bahsetmekte olup Oruç Bey tarafından yazılmış olduğu rivayet edilir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0363,Hadîkatü'l-Ulyâ,,1,172,(Mîr Hond)'un (Ravzatü's-Safâ) adlı eserinin tercemesi olup yedi cilddir; 957 (1550) de Rüstem Paşa adına terceme olunmuştur,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0364,Muhtasaru't-Tevarih,,1,172,Osmanlıların zuhurundan Kanunî'nin ilk zamanlarına kadar olup Malkoç Beyzâdelerden birinin eseridir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0365,Tuhfetü'l-Mülûk,,1,172,Sultan İbrahim devri ulemâsından Mehmed ibn-i Hüseyin Efendi'nin Bağdad Valisi Derviş Paşa'nın emri ile Ali,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0366,Tuhfetü'l-Mülûk (devamı),,1,173,İbn-i Şehabeddin'in Farsça (Zahiretü'l-Mülûk) adlı eserinin tercemesidir ki mütercim kitaba iki bab ilâve etmiştir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0367,Kırım Muharebesinin Tarih-i Siyasîsi,Leskovikli Hayreddin Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0368,Risaletü'l-Merâm fî Ahvâl-i Beytullahi'l-Haram,Mustafa ibn-i Sinan Tosyalı,1,173,Kanunînin muasırıdır; Kitab yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0369,Musavver ve Mufassal Fransa İhtilâl-i Kebîri Tarihi,Ali Reşad Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0370,Muharebat-ı Selim-i Evvel Ba-Şâh İsmail ve Gavri,İznikli Derunî,1,173,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0371,Selîm-i Sâlis ve Napolyon,Köprülü-zâde Mehmed Fuad Bey,1,173,Tercemedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0372,Mukadderat-ı Tarihiyye,Celâl Nuri Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0373,Muharebat-ı Macaristan,Tamişvarlı İbrahim Naim Efendi,1,173,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0374,Hâile-yi Kerbelâ,İbnü'l-Emin Ali Haydar Alemî Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0375,1877-1878 Osmanlı Rus Seferinde Osmanlı Kumandanları,Kolağası Halil Rüşdi Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0376,Paris Muhasarası,,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0377,Rumeli Dertleri,,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0378,Terceme-i Muhtar-nâme,Derviş Mahfî,1,173,1056 (1646) senesinde Farsçadan terceme edilmiş yazma bir eserdir; Muhtarü's-Sakafî'nin muharebelerini mübeyyindir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0379,1293 (1877) de Osmanlı-Rus Seferi,Erkân-ı Harb Kolağalarından Reşid Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0380,Tarih ve Fezâil-i Kudüs-i Şerîf,Hıfzi Efendi,1,173,1051 (1641) de yazılmıştır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0381,Bir Safha-i Tarih,Ali Kemal Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0382,Prusya Nasıl Yükseldi?,Ahmed Refik Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0383,Bizans İmparatoriçeleri,Ahmed Refik Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0384,Behçetü'l-Menâzil - Üsküdar'dan Haremeyn'e Kadar,Mehmed Edib İbn-i Mehmed Derviş,1,173,Sene 1255 (1839),"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0385,Mücmel Devlet-i Aliyye Tarihi,Mekteb-i Tıbbiye muallimlerinden Hüseyin Efendi,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0386,Makedonya Mes'elesi ve Balkan Harb-i Ahîri,Ahmed Selâhaddin Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0387,Tarih-i Muhtasar-ı Mısr-ı Ma'ziye,Süleymaniye Dârü'l-Hadîsi Yahya Efendizâde İbrahim Efendi,1,173,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0388,Tarih-i Sultan Selîm-i Sâlis ve Mahmud-i Sânî,Ayasofya Cabisi Ömer Efendi,1,173,1108 (1696) de yazılmış olup iki cilttir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0389,Çocuklar İçin Tarih-i İslâm,Behçet Kâmî Bey,1,173,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0390,Terceme-i Umdetü'r-Ragıp ve Nüzhetü't-Tâlib Tarih-i Mısır,Avlonyalı Ahmed Çavuş,1,174,Sene 1013 (1604); Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0391,Terceme-i Kasas-ı Enbiya,Bolulu Mirzâ-zâde Mustafa Efendi,1,174,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0392,Tomar Şeklinde Tarih-i Umumî,Veli Bey zâde Ali Bey,1,174,Yazma: 1168 (1754),"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0393,Tarih-i Mısır,Abdülkerîm ibn-i Abdurrahman,1,174,"1111 (1699) senesine kadar Osmanlılar tarafından Mısır'a tâyin olunan valilerin tarihî ahvallerinden bahsetmektedir; Müellifi olan Abdülkerîm Efendi, Beytü'l-Mal-i Hâssa Arapça kâtibi bulunuyordu","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0394,Mühim Bir Ders Tarihi,Mehmed Hilmi Bey,1,174,Rusya ve Japonya Muharebesidir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0395,Melâl Tarihi,Hüseyin Hakkı Bey,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0396,Hamidiyye'nin Gazası,Âbidin Dâver Bey,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0397,Türk Katilleri,Gazzeli Cemal Efendi,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0398,İntibâh-ı Tarihi,Hüseyin Hakkı Bey,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0399,"Hal'ler, İclâslar",Memduh Paşa,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0400,Tasvîr-i Ahvâl - Tenvîr-i İstikbâl,Memduh Paşa,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0401,1912-1913 Balkan Harbi,Erkân-ı Harb Mehmed Ali Nüzhet Paşa,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0402,Kuvvet-i İkbal Alâmet-i Zevâl,Memduh Paşa,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0403,Girid Tarihi,Kavurzâde İbrahim Reşad Efendi,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0404,Tarih-i Kur'ân-ı Kerîm,Şerefeddin Efendi,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0405,Tezkîr-i İnkılâb,Hâşim Paşa,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0406,Kadınlar Saltanatı,Ahmed Refik Bey,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0407,Küçük Türk Tarihi,Nafiz Rıdvan Bey,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0408,Manzum İşkodra Tarih-i Harbi,Doktor Fahri Paşa,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0409,Hikâye-i Mülk-i Muzaffer,Sadr-ı Esbak Mahmud Nedîm Paşa,1,174,1283 (1867) de Trablusgarp'da basılmıştır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0410,Miftah-ı Yemen,Memduh Paşa,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0411,Muhtasar İslâm Tarihi,Ahmed Halid Bey,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0412,Enbiyâ ve Benî İsrail Tarihi,Haydar Bey,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0413,1870 Muharebesi,Kolağası Tevfik Efendi,1,174,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0414,Şecaat-nâme,Asefî,1,174,Manzumdur; Yazmadır; 994 (1586) de Özdemiroğlu Osman Paşa'nın gazvelerini beyan için telif edilmiştir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0415,Tarih-i Âl-i Selçuk,Yazıcı-zâde Ali Efendi,1,174,Yazmadır; Sultan İkinci Murad'a takdîm edilmiştir; Farsçadan terceme edilmiştir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0416,Selîm-nâme,Sucudî,1,174,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0417,Süleyman-nâme,Mahremî,1,174,Yazma olup manzumdur,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0418,Gazavât-ı Hayreddin Paşa,Seyyid Murâdî,1,174,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0419,Kırım Muharebesi,Süleyman Fethi Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0420,Musul Tarihi,Abdullah Efendi,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0421,Tarih-i Ticaret,Mustafa Âsım Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0422,Terşîhu't-Tevarih,Mehmed Nuri Efendi,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0423,Devlet-i Osmaniye - Rusya Siyaseti,Ali Reşad ve Macar İskender Beyler,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0424,Yeni Harb - Başımıza Tekrar Gelenler,H. Cemal Efendi,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0425,Edirne Harbi,,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0426,İcmal-i Tarih-i Müntehab - Muhtasar Tarih-i Osmanî,Sultan Ahmed asrı müteferrikalarından Abdullah Efendi,1,175,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0427,Mısır Tarihçesi,Süleyman Vedad Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0428,Asırların Panoraması - Hulâsa-yi Tarih-i Cihan,Abdullah Cevdet Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0429,Tarih Hulâsaları,Tahirü'l-Mevlevî Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0430,Kıbrıs Tarihçesi,Mevlevî Şeyhlerinden Ârif Dede Efendi,1,175,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0431,Terceme-i Tarih-i Kudüs-i Şerîf,"Müellifi Abdurrahman el-Amerî, mütercimi Yusuf Sinânü'd-Dîn el-Bâkır-Âbadî",1,175,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0432,Eski Galata,Celâl Es'ad Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0433,Avrupa Siyaseti ve Türklerin Felâketi,Ragıp Rıfkı Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0434,Almanların Esbab-ı Tefevvuku,M. Râşid,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0435,Sahib Zuhur,Hüseyin Nesimî Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0436,Rusya'nın Şark Siyâseti,Hâbil Âdem Efendi,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0437,"Pan Çermanizm, Pan İslâvizm",Hâbil Âdem Efendi,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0438,"Kosova Zaferi, Ankara Hezimeti",Fatma Aliyye Hanım,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0439,Kosova Meydan Muharebesi,Ali Haydar Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0440,İslâmda Hilâfet,Baban Zâde Zihni Paşa,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0441,Muhtasar Tarih-i Osmanî,Giridli Mustafa Rıza Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0442,Siyasiyat ve Edebiyat,Ali Kemal Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0443,Muharebe Mektubları - Osmanlı İtalyan Muharebesine Dair,Ertuğrul Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0444,Hind'in Moğol Hükümdarları ve Nadir Şah,Tahirü'l-Mevlevî Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0445,Edirne Muhasarası,Mülâzim Ş.B.,1,175,Tercemedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0446,Avrupa ile Münâsebât-ı Hariciyemiz Nokta-i Nazarından Tarih-i Osmanî,Ali Reşad Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0447,Tahsin Paşa Ordusu ve Selânik'in Teslimi,Sadık Ulvî Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0448,Yemen Yolunda,A. Sünnî Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0449,"İçtimaî İnkılâblar - İslâmiyetin Mazisi, Hâli, İstikbâli",Orhan Mithat Bey,1,175,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0450,Bismark'tan Sonra Almanya Siyaseti,M. Raşid Edhem Bey,1,176,Tercemedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0451,Şuûnât-ı Hak alâ mâcera's-sebak,Cebbarzâde Arif Bey,1,176,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0452,Kaptan Vladimir Semenof'un Ruznamesi ve Çoşima Muharebe-i Bahriyesi,Turgut Reis'in mühendislerinden M. Nahid Bey,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0453,Coşîma Muharebesi,Yüzbaşı Mustafa Kemal Efendi,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0454,İftira-yı Taassub,Mithat Cemal Bey,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0455,Asr-ı Saadet Gazâları,Mehmed Memduh Bey,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0456,Çocuklara Tarih-i Osmanî,İhsan Şerif Bey,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0457,Çocuklara Tarih-i Umumî,İhsan Şerif Bey,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0458,Neticetü'l-Vekayi' - Sultan Mahmud-i Sânî Vekayi'i,Mehmed Dâniş Bey,1,176,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0459,Tarih-i Feth-i Yanık,Mehmed Necati Efendi,1,176,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0460,Muharebe-i Bâyezid ve Şehzade Cem,Şehiştî,1,176,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
