objectid,eser_adi,muellif_adi,cild_adedi,sayfa_no,ilave_notlar,kaynak
derc_0461,Selîm-nâme,Senâî,1,176,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0462,Şehnâme-i Muradî,Mülhemî,1,176,Dördüncü Murad hakkında olup yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0463,Tezkiretü's-Selâtîn,Mehmed ibn-i Hasan Şinâsî,1,176,1058 (1648),"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0464,Bâyezid-nâme,Ârif,1,176,Şehzade Bâyezid ile biraderi İkinci Selim olaylarını beyan edici olup yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0465,Unvân-ı Nusret-Mülûk-i Sâlifeden Bâzılarına Müteallik Ahvâl,İkinci Mahmud'un muasırı Mehmed Tayyar Efendi,1,176,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0466,İstanbul'un Muhasarası ve Zabtı,M. Nahit Bey,1,176,Tercemedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0467,Mardin ve Mülûk-i Artekiyye Tarihi,Kâtib Ferdî,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0468,İlm-i Nebatat Tarihi,Subhi Edhem Bey,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0469,Edirne Tarihçesi,Hükemâ ve etıbbadan Konya'lı Beşîr Çelebi'nin akvâli,1,176,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0470,"Şark Muharebâtı - Bosna, Hersek, Bulgaristan İhtilâlâtı",Erkân-ı Harb İbrahim Halîl Bey,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0471,Tarih-i Liva,Abdülhak Molla,1,176,"1244 (1828) senesinde Sultan İkinci Mahmud'un Rami Çiftliğinde, ondan sonra da Tarabya'ya azimet ve avdetini beyân etmektedir; Yazmadır; Kütübhâne-i Umumî'dedir","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0472,Romalıların Azamet ve İnhitatları,Giridli Ahmed Sâkî Bey,1,176,Tercemedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0473,Âlem-i İslâm ve İngiliz Misyonerleri,Ahmed Hamdi Paşa,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0474,Âyine-i Tarih-i Osmanî,Ahmed Reşid Bey,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0475,İki Saltanat Arasında,Rüşen Eşref Bey,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0476,Mu'cizât-ı Enbiyâ,Mehmed Şakir İbn-i Mustafa-yı Anamuri,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0477,Kırım Seferinde Bâb-ı Âlî,Mehmed Galib Bey,1,176,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0478,Kafkas Yollarında,Ahmed Refik Bey,1,176,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0479,İki Kavmiyyete İki Kıtal,Ahmed Refik Bey,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0480,Mübeccel Hazineler,Ressam Zekâî Paşa,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0481,Kayseri Şehri ve Mebânîsi,Müze-i Hümâyûn Müdürü Halil Bey,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0482,Diplomasi,Salih Münir Paşa,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0483,Bir Elçinin Tarihçe-i Sefareti,Leskovikli Hayreddin Bey,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0484,Harb-i Umumî Tarihi,Erkân-ı Harb Mehmed Nihad,1,177,Mütercimi,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0485,Kayseriye Tarihi,Kayserili Ahmed Nazif Efendi,1,177,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0486,Edirne Sarayları Tarihçesi,Bostancıbaşı Âşık Ali Ağa,1,177,Yazma olup Sultan Selim Kütübhanesindedir; Sene 1088 (1677),"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0487,Nûru'l-Mekabis fî Tarihi'l-Çerâkis,,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0488,Zafer-nâme - Osmanlı-Rus Seferi,Salih Hayri,1,177,Manzum olup yazılış tarihi 1276 (h) dir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0489,Tarih-i Felsefe,Said Rıza Bey,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0490,İki Hâtırat Üç Şahsiyet,Ahmed Rasim Bey,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0491,Hâtırat-ı Siyasiyye,Şeyhü'l-İslâm Cemaleddin Efendi,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0492,Bedâyi'-i Âsâr-ı Osmaniye,Ressam Hüsnü Bey,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0493,Edirne Reh-nümâsı,Doktor Rıf'at Osman Bey,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0494,Tarih-i Hazret-i Melik Dânişmend Gazi,Hafız Mehmed Vehbî-i Niksârî,1,177,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0495,Yanıkkale Fetih-nâmesi,Abdî Çelebi,1,177,Millet Kütübhanesinde; Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0496,Nümûne-i Kudret-i İlâhiye fî Beyân-ı Kıssa-i Mükmile-i Ashâb-ı Kehf,Sadr-ı A'zamlık Evrak Odası hulefasından Şükrü Efendi,1,177,Sene 1291 (1874),"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0497,Necid Kıt'asının Ahvâl-i Umûmiyesi,Hüseyin Hüsnü,1,177,"Sene 1328 (1912), Ebu'z-Ziya Matbaası","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0498,Bonapart Tarihi (nâm-ı diğer İtalya Tarihi),Aziz ve Hüsnü Efendiler,1,177,Tercemedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0499,Seyahatname-i İbn-i Batuta Tercemesi,Dâmâd-ı Şehriyârî Mehmed Şerif Paşa,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0500,Muharebat-ı Meşhûre-i İslâm,Eğribozlu İrfan Bey,1,177,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0501,Tarih-i İrfan,Eğribozlu İrfan Bey,1,177,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0502,Tarih-i Enbiyâ ve İslâm,Halil Tevhîd Bey,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0503,Selîm-nâme,Niğde Kadısı Hakî Efendi,1,177,Enderun'da Revan Odası Kütübhanesinde,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0504,Mezâhib ve Turûk-i İslâmiye Tarihi,Haydarî-zâde İbrahim Efendi,1,177,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0505,Ta'tıru İrcau'd-Devleti'l-Mecîdiyyeti bi-Tıybı Ahbar-ı Beledi Haberi Beriyyeti,Aşkî Mustafa İbn-i Ömer el-Kılisî,1,177,"Türkçe, Sene 1262 (1846); Yazma; Umumî Kütübhanededir","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0506,Kenzü'l-Vekayi',Maraş Mîrmirânının (Beylerbeyi'nin) Dîvan kâtibi Sâkıb Efendi,1,178,Sene 1118 (1706); Yazma; Millet Kütübhanesindedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0507,Tarihe Müteallik Mecmua-i Maârif Engîz,Şeyhü'l-İslâm Esbak Sıdkı-zâde Ahmed Reşid Efendi'nin oğlu Mustafa Hamid Efendi,1,178,Yazma; Millet Kütübhanesindedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0508,Mora İhtilâli Tarihçesi,Yusuf Agâh Efendinin babası Moralı Süleyman Penah Efendi,1,178,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0509,Mülûk-i Dânişmendiye Tarihi,Müellifi musarrah değildir,1,178,Millet Kütübhanesindedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0510,Nevâdirü't-Tevârih,Abdüssamed ibn-i Şeydi Ali ibn-i Dâvud et-Diyar-ı bekirî,1,178,Yazmadır; Millet Kütübhanesinde; Bu eser Arapça «En-Nüzhetü's-Seniyyetü fî Zikri Hulefa-i ve'l-Mülûki'l-Mısriyye» ismindeki tarihin genişletilerek zeyl edilen tercemesidir ki terceme tarihi 947 (1540) dır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0511,Kırım Tarihi,Osman Efendi,1,178,«Gülben Hanan»ın ilavesidir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0512,Orhun Abideleri,Necîb Âsım Bey,1,178,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0513,Beşâretnâme,Enderun Kilâr Amiresinde Masraf Kâtibi Mehmed Hâlis Efendi,1,178,"Tarih-i Umumîden Hunîn ve Huzîn bir faslı, Osman-ı Sânî'nin hal' ve şehadeti ile Birinci Mustafa'nın ikinci cülusunu gayet münşiyâne hikâye eder bir tarihçedir","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0514,Ebâ Müslim,Ferdî,1,178,Manzumdur,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0515,10 Temmuz İnkılâbı ve Netayici,Şeyh Muhsin-i Fâni - Hüseyin Kâzım Bey,1,178,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0516,Apollo - Tarih-i Sınaat,Vahid Bey,1,178,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0517,Bildiklerim,Salâhaddin Bey,1,178,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0518,İrak Seferi,Câvid Paşa,1,178,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0519,Harb ve Mes'ulleri,Âsaf Muammer Bey,1,178,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0520,Astân-ı Tarihte,Süleyman Nazif Bey,1,178,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0521,Tirake - Nâm-ı Diğerle Çerkes,Metço Natoka İzzet,1,178,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0522,Usûl-i Muhakemenin Tarihçesi,İsmail Sem'î Bey,1,178,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0523,Tarih-i İlm-i Fıkıh,Afyonkarahisarlı Kâmil Efendi,1,178,Tamam değildir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0524,Tarih-i Dîn-i İslâm,Afyonkarahisarlı Kâmil Efendi,1,178,Tamam değildir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0525,İcmâl-i Tarih-i Müntehab - Muhtasar Tarih-i Osmanî,Sultan Ahmed'in muasırı müteferrikalarından Abdullah Efendi,1,178,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0526,Tarih-i Mâli-i Osmanî,Abdurrahman Vefik Efendi,1,178,Tamamlanmamıştır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0527,Tarih-i İbn-i Galbûn - Trablusgarp Tarihi,Behiç Bey,1,178,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0528,18. Asırda Mes'ele-i Şarkıyye ve Kaynarca Muahedesi,Yusuf Ziya Bey,1,179,Tercemedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0529,Tarih-i İstikbâl,Celâl Nuri Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0530,Manzum Tarih-i Fütûhat-ı Yemen,İkinci Selîm muasırı Rumûzî,1,179,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0531,Tarih-i Umumî'den Kurûn-i Uhrâ,İsmail Safâ Bey,1,179,Tercemedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0532,Devr-i İnkılâb,Lütfî-i Simavî,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0533,Edirne Tarihi,Doktor Rıf'at Osman Bey,1,179,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0534,Maktul Şehzadeler,Mehmed Zekî Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0535,Edirne Sarây-ı Hümâyûnu,Doktor Rıf'at Osman Bey,1,179,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0536,Eski Osmanlılar,Mehmed Zeki Bey,1,179,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0537,Eski Osmanlı Merasim ve Teşrifatı,Mehmed Zeki Bey,1,179,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0538,Tarih-i Osmanî Sahifeleri,Mehmed Zeki Bey,1,179,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0539,Zafer-nâme - Kırım Tarihi (cüz: 11),Hasene Hanım,1,179,Sene 1300 Mart (1882),"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0540,On İkinci Şarl Tarihi,Şükrü Efendi,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0541,Kırım Muharebesi,Süleyman Fethî Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0542,Musul Tarihi,Orman ve Mâdîn Evrak Müdürü Abdullah Efendi,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0543,Bahr-i Sefîd Mes'elesi,Fuad Münir Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0544,1268-1269 Osmanlı-Karadağ Seferi Tarihçesi,Ergerili Ahmed Hilmi Paşa Bendo,1,179,Yazmadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0545,Tarih-i Ticaret,Ken'an Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0546,Trablusgarp Tarihi,Hasan Safî Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0547,Millî Tarih,Köprülü-zâde Fuad Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0548,Osmanlı Tarihi - Devre-i Mutavassıta,Mithat Sadullah Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0549,Muharebat-ı Bahriyye - Fransa ile İngiltere arasında,Kafkasyalı Ali,1,179,Mütercimi,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0550,Mükemmel Osmanlı Tarihi,Ahmed Reşid Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0551,Mufassal Türk Tarihi,Dârü'l-Fünûn Müderrislerinden Şemseddin Bey,5,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0552,Tarih-i Edyân,Dârü'l-Fünûn müderrislerinden Şemseddin Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0553,İslâm Tarihi (Kable'l-İslâm Araplar),Dârü'l-Fünûn müderrislerinden Şemseddin Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0554,İslâm'da Tarih ve Müverrihler,Dârü'l-Fünûn müderrislerinden Şemseddin Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0555,Hurûfattan Hakîkata,Dârü'l-Fünûn müderrislerinden Şemseddin Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0556,Zulmetten Nûra,Dârü'l-Fünûn müderrislerinden Şemseddin Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0557,Maziden Âtiye,Dârü'l-Fünûn müderrislerinden Şemseddin Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0558,Zeyl-i İslâm Tarihi,Dârü'l-Fünûn müderrislerinden Şemseddin Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0559,İslâm'da Hareket-i Fikriyye Tarihi,Dârü'l-Fünûn müderrislerinden Şemseddin Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0560,Türk Feylesofu Fârâbî,Dârü'l-Fünûn müderrislerinden Şemseddin Bey,1,179,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
