objectid,eser_adi,muellif_adi,cild_adedi,sayfa_no,ilave_notlar,kaynak
haltercemesi_0091,Minhâcü'l-Ümerâ fî Ahvâli's-Selâtîn ve'l-Vüzerâ,Hâtemî,,184,Yazma.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0092,Terceme-i Hâl-i Kethüdâzâde Ârif Efendi,Musîka-i hümâyûn Farsça muallimi Emin Efendi,,184,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0093,Ashâbü'l-Kehf ve'r-Rakîm,Mehmed Emin Efendi,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0094,Menâkıb-i Şeyh Mehmed Emin Tokadî,Yahyâ Efendi,,185,Yazma.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0095,Menâkıb-ı Emîr Sultan,İbrahim Çelebi,,185,İsmi «Vesîletü'l-Metâlib ve Cevâhirü'l-Menâkıb»tır. Yazmadır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0096,Kemal Reis ve Baba Oruç,Ali Rıza - Seyfî Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0097,Tepedelenli Ali Paşa,Müfid Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0098,Sadullah Paşa - Mezardan Sesler,Mehmed Galib Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0099,Barbaros Hayreddin,Ali Rıza - Seyfî Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0100,Kemâlü'l-Hikme,İbnü'l-Emîn Mahmud Kemal Bey,,185,Hersekli Ârif Hikmet Bey'in terceme-i hâli.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0101,Kemâlü'l-İsme,İbnü'l-Emin Mahmud Kemal Bey,,185,İsmet Efendi'nin terceme-i hâli.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0102,Ahvâl-i Mîhal Gazi,Nüzhet Paşa,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0103,Kemâlü'l-Kâmil,Mahmud Kemal Bey,,185,Yusuf Kâmil Paşa'nın terceme-i hâli.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0104,Hânedân-ı Seyyidü'l-Beşer Eimme-i İsnâ Aşer,Seyyid Muhtar Efendi,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0105,Yenikapı Mevlevi Şeyhi Celâleddin Efendi,Mehmed Tahir Mevlevî,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0106,Silistre Kahramanlarından Rıf'at Paşa,Emin Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0107,Aşere-i Mübeşşere,Ali Seydi Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0108,Baltacı Mehmed Paşa ve Büyük Petro,Ahmed Refik Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0109,İki Eli Kan İle Doğan Timurlenk,İsmail Hakkı Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0110,Mîralay Yunus Bey,Mehmed Enver Efendi,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0111,Tezkire-i Şuarâ-yı Âmid,Ali Emirî Efendi,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0112,Meşâhir-i Askeriyemizden Bir Sahife,İsmail Fazıl Paşa,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0113,Ziyâlü'l-Çinân ve Şifâu'l-Cinân — Siyer-i Nebî,İbrahim İbn-i Ahmed Tokadî,,185,Yazmadır. Sene: 1255 (1839).,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0114,Şehâdet-i Hüseyin İbn-i Ali,İbrahim Vasıf Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0115,Hüccetü'l-İslâm İmam-ı Gazâlî,Mehmed Ali Aynî Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0116,Menâkıb-ı Mürtazavî - Vasiyy-i Nebî,Şemseddin Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0117,El-Feyzü'l-Cârî fî Ta'rifi'l-Beyzavî ve'l-Buhârî,Edirne Müftîsi Mehmed Fevzi Efendi,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0118,Hibbetullah Sultan ve Zevci,Samih Fethi Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0119,Türkiye Rical-i Devletî,,,185,Müellif adı belirtilmemiş.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0120,Terceme-i Tabakat-ı Şa'rânî,Sivasî Ali Efendi,,185,Sene: 1066 (1656).,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0121,Aktab-ı Erbaa,Hafız Nûri Efendi,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0122,Tarih ve Müverrihler,Subhi Edhem Bey,,185,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0123,Menâkıb-ı Şemsü'ş-Şümûs Der Hakk-ı Hazret-i Mevlânâ el-Hâlid el-Arûs,Hasan Şükrü Efendi,,185,Tercemedir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0124,Esvat-ı Sudûr,Memduh Paşa,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0125,Mir'ât-ı Şuarâ,Enderunlu Mehmed Âkif Efendi,,186,Yazmadır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0126,Tezkire-i Evliyâ,Edhem Efendi,,186,Yazma.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0127,Siyer ve Ensâb-ı Nebî ve Menâkıb-ı Ashâb,Mehmed Said İbn-i Pir Osman,,186,Yazma. Sene: 1234 (1819).,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0128,Levâmi'u'n-Nûr - Siyer-i Nebî,Mehmed Tevfik Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0129,Plevne Kahramanı Gazi Osman Paşa,Hikmet Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0130,İzâletü'r-Reyn fî Menâkıb-ı Seyyidine'l-Hasen ve Seyyidene'l-Hüseyn,Ahmed Atâ Efendi,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0131,Tarihî Sîmalar,Ahmed Refik Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0132,Abaza Mehmed Paşa,Celâl Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0133,Ricâl-i İhtilâl,Ali Kemal Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0134,Terceme-i Sipehsalâr - Menâkıb-ı Mevlânâ,Ahmed Avnî Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0135,Kıssa-i Hazret-i İbrahim Aleyhisselâm,Süleyman Tevfik Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0136,Tesâvîr-i Rical,Ahmed Refik Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0137,Yusuf ve Zeliha,Süleyman Tevfik Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0138,Dâvud Aleyhisselâm,Mehmed Sedâd Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0139,Cevdet Paşa ve Zamanı,Fatma Aliye Hanım,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0140,Hâtemü'l-Enbiyâ,Celâl Nûri Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0141,Gülzâr-ı Haseneyn,Fazlullah Rahimî Efendi,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0142,Eimme-i Hüdâ,Fazlullah Rahimî,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0143,Siyer-i Celîle-i Nebeviyye,İzmirli İsmail Hakkı Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0144,Muallim-i Sânî Fârâbî,Mehmed Ali Aynî Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0145,Solon'un Terceme-i Hâli,Hüseyin Zekî Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0146,Menâkıb-ı Akşemseddin,Abdullah Sami Efendi,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0147,Menâkıb-ı Şeyh Ali Semerkandî,Mehmed Şâkir Efendi,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0148,Gazavât-ı Cezayirli Hasan Paşa,Mehmed Tâlib Hulkî Efendi,,186,Yazmadır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0149,Hayât-ı Hazret-i Ebûbekir Sıddîk,Sâib Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0150,Hayat-ı Hazret-i Ömer el-Fâruk,Sâib Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
haltercemesi_0151,Tarihte Osmanlı Neferi,Ahmed Refik Bey,,186,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - İsimleri Muhtelif Fasıllarda Zikr Edilmeyen Hal Tercemesi Kitabları"
